"Timestamp","Respondents' Consent","What is your name? (optional)","Which college department are you part of?","What is your current college year?","Are you already aware of what SOGIE Equality Bill is?","How much knowledge would you describe yourself having regarding LGBTQIA+?","What is your assigned sex at birth?","What is your Gender Identity?","How would you describe your Gender Expression?","How would you describe your Sexual Orientation","Will SOGIE Bill prevent the discrimination based on sexual orientation and gender identity?","Will SOGIE Bill give equal access to LGBTQIA+ individual's employment?","Will SOGIE Bill help promote programs for non-discrimination and diversity in schools and workplace?","Will SOGIE Bill penalize employers who discriminate against LGBTQIA+ members?","Will SOGIE Bill provide programs to protect students in school?","Will SOGIE Bill help LGBTQIA+ members to know their rights?","Will SOGIE Bill help the LGBTQIA+ members to gain more self-confidence?","Will SOGIE Bill help the implementation of LGBTQIA+ members own public comfort room?","Will SOGIE Bill help LGBTQIA+ members to be more open about their gender identity?","Will SOGIE Bill lessen the bullying cases between LGBTQIA+ student and an ordinary student?","Do you think the SOGIE Bill is for the legalization of Same-Sex Marriage?","Do you think that SOGIE Bill is only for the LGBTQIA+ community?"
"2024/02/19 2:42:56 PM GMT+8","I agree to participate to this survey","CLAC20018","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","3","4","4","5","2","2","4","1","5","3","3","5"
"2024/02/19 2:43:11 PM GMT+8","I agree to participate to this survey","CLAC30010","CLAC","3rd Year","Yes","I am fully knowledgeable about LGBTQIA+","Prefer not to disclose","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","3","1"
"2024/02/19 2:43:56 PM GMT+8","I agree to participate to this survey","CTHM20025","CTHM","2nd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","5","5","4","5","5","5","4","5","5","4","3"
"2024/02/19 2:44:04 PM GMT+8","I agree to participate to this survey","CLAC40008","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","5","5","5","5","5","5","5","5","5","5","2","2"
"2024/02/19 2:44:58 PM GMT+8","I agree to participate to this survey","CTHM20026","CTHM","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","5","5","4","3","5","5","5","4","2","4","3"
"2024/02/19 2:45:12 PM GMT+8","I agree to participate to this survey","CTHM10014","CTHM","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Gender Neutral (neither)","Feminine","I am attracted to anyone REGARDLESS of their gender","4","4","5","4","5","5","5","5","5","5","3","5"
"2024/02/19 2:45:44 PM GMT+8","I agree to participate to this survey","CTHM20027","CTHM","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","4","5","5","5","4"
"2024/02/19 2:45:46 PM GMT+8","I agree to participate to this survey","CLAC40009","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","4","4","5","5","4","5","5","3","2"
"2024/02/19 2:47:07 PM GMT+8","I agree to participate to this survey","CTHM20028","CTHM","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","5","4","4","4","5","5","5","5","5","4","2"
"2024/02/19 2:47:21 PM GMT+8","I agree to participate to this survey","CTHM10015","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","3","4","3","5","5","5","3","5","4","2","2"
"2024/02/19 2:47:54 PM GMT+8","I agree to participate to this survey","CLAC40010","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","4","5","5","4","5","5","4","5","5","4","4","3"
"2024/02/19 2:48:12 PM GMT+8","I agree to participate to this survey","CTHM20029","CTHM","2nd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","3","4","5","5","4","5","4","4","4"
"2024/02/19 2:48:29 PM GMT+8","I agree to participate to this survey","CTHM10016","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","5","5","5","4","4","4","3","3","3"
"2024/02/19 2:49:03 PM GMT+8","I agree to participate to this survey","CTHM20030","CTHM","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","4","4","4","4","5","4","5","3","2","1"
"2024/02/19 2:49:46 PM GMT+8","I agree to participate to this survey","CTHM30010","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","4","5","3","5","4","4","4","3","3","4","3"
"2024/02/19 2:50:53 PM GMT+8","I agree to participate to this survey","CTHM30011","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","5","5","5","4","4","5","4","4","4","3","5"
"2024/02/19 2:52:38 PM GMT+8","I agree to participate to this survey","CTHM30012","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to men","3","3","3","5","5","5","3","3","3","3","2","1"
"2024/02/19 2:54:28 PM GMT+8","I agree to participate to this survey","CTHM30013","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","4","5","4","5","5","4","5","5","4","4"
"2024/02/19 2:56:05 PM GMT+8","I agree to participate to this survey","CTHM30014","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","3","3","2","4","4","4","5","4","5","4","3","4"
"2024/02/19 2:58:24 PM GMT+8","I agree to participate to this survey","CTHM30015","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","4","5","5","5","4","5","4","4","4"
"2024/02/19 2:59:22 PM GMT+8","I agree to participate to this survey","CTHM30016","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","5","3","4","4","5","4","5","4","4","3"
"2024/02/19 3:00:34 PM GMT+8","I agree to participate to this survey","CTHM30017","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","4","4","4","4","4","4","4","4","4"
"2024/02/19 3:05:30 PM GMT+8","I agree to participate to this survey","CTHM30018","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","4","5","5","5","4","5","4","5","4"
"2024/02/19 3:06:36 PM GMT+8","I agree to participate to this survey","CTHM30019","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","3","4","5","5","5","5","5","5","4","3"
"2024/02/19 3:07:41 PM GMT+8","I agree to participate to this survey","CTHM30020","CTHM","3rd Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","5","5"
"2024/02/19 3:08:48 PM GMT+8","I agree to participate to this survey","CTHM30021","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","4","3"
"2024/02/19 3:09:59 PM GMT+8","I agree to participate to this survey","CTHM30022","CTHM","3rd Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Man","Androgynous/Unisexual","Prefer not to disclose","3","5","5","4","3","4","3","4","2","3","3","4"
"2024/02/19 3:11:51 PM GMT+8","I agree to participate to this survey","CTHM30023","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","3","3","3","3","3","3","3","3","3","3","3"
"2024/02/19 3:12:51 PM GMT+8","I agree to participate to this survey","CTHM30024","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","3","3","3","3","3","3","3","3","3","3","3","3"
"2024/02/19 3:45:09 PM GMT+8","I agree to participate to this survey","CLAC10009","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","3","4","4","2","3","4","4","3","4","4","4","1"
"2024/02/19 3:47:10 PM GMT+8","I agree to participate to this survey","CLAC10010","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Masculine","I am attracted to anyone REGARDLESS of their gender","2","4","4","2","3","4","3","3","4","2","3","2"
"2024/02/19 3:48:53 PM GMT+8","I agree to participate to this survey","CLAC20019","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am ONLY attracted to men","5","5","5","4","5","5","5","4","5","5","4","4"
"2024/02/19 3:50:31 PM GMT+8","I agree to participate to this survey","CLAC20020","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","5","3"
"2024/02/19 3:51:56 PM GMT+8","I agree to participate to this survey","CLAC20021","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","4","4","5","5","4","4","4","4","2"
"2024/02/19 3:54:55 PM GMT+8","I agree to participate to this survey","CLAC30011","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","4","4","4","5","5","4","5","5","5","3"
"2024/02/19 3:56:38 PM GMT+8","I agree to participate to this survey","CLAC30012","CLAC","3rd Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Gender Queer (both)","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","5","5","5","4","5","5","5","4","5","5","1","1"
"2024/02/19 3:58:03 PM GMT+8","I agree to participate to this survey","CLAC30013","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Intersex","Gender Queer (both)","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","3","4","4","2","3","4","4","4","4","4","3","1"
"2024/02/19 4:01:38 PM GMT+8","I agree to participate to this survey","CLAC30014","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","3","4","4","4","4","5","3","4","5","5","3"
"2024/02/19 4:04:43 PM GMT+8","I agree to participate to this survey","CLAC40011","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","4","4","3","4","3","4","3","4","3","4","3"
"2024/02/19 4:08:18 PM GMT+8","I agree to participate to this survey","CLAC40012","CLAC","4th Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","5","4","4","3","3","5","4","3","4","4","4","1"
"2024/02/19 4:10:09 PM GMT+8","I agree to participate to this survey","CLAC40013","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","4","3","4","5","5","5","4","3","5","3"
"2024/02/19 4:14:24 PM GMT+8","I agree to participate to this survey","CLAC40014","CLAC","4th Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","3","4","4","5","4","3","4","4","3","1"
"2024/02/19 7:39:44 PM GMT+8","I agree to participate to this survey","CLAC30015","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am ONLY attracted to women","4","4","4","4","4","4","4","3","4","4","1","1"
"2024/02/19 7:41:03 PM GMT+8","I agree to participate to this survey","CLAC10013","CLAC","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","4","5","5","5","5","5","5","3","5","4","1","1"
"2024/02/19 7:42:01 PM GMT+8","I agree to participate to this survey","CLAC10012","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","5","5","5","5","5","5","3","4","3","2","3"
"2024/02/19 7:43:04 PM GMT+8","I agree to participate to this survey","CLAC10011","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Gender Queer (both)","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","4","5","5","4","5","5","5","5","5","4","1","1"
"2024/02/19 7:44:15 PM GMT+8","I agree to participate to this survey","CLAC20023","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","3","4","5","4","5","5","4","4","4","2","4","2"
"2024/02/19 7:45:23 PM GMT+8","I agree to participate to this survey","CLAC20022","CLAC","2nd Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am ONLY attracted to men","3","4","5","4","5","5","4","5","5","4","3","2"
"2024/02/20 1:08:30 PM GMT+8","I agree to participate to this survey","CTHM20031","CTHM","2nd Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am ONLY attracted to women","3","3","4","2","4","4","4","2","4","2","1","2"
"2024/02/20 4:07:27 PM GMT+8","I agree to participate to this survey","CLAC20024","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am ONLY attracted to men","4","4","3","3","4","4","4","4","4","4","3","3"
"2024/02/20 4:17:29 PM GMT+8","I agree to participate to this survey","CTHM10017","CTHM","1st Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","4","3","4","3","2","1"
"2024/02/20 4:19:04 PM GMT+8","I agree to participate to this survey","CTHM10018","CTHM","1st Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","4","5","5","5","5","5","5","5","4","4","4"
"2024/02/20 4:20:27 PM GMT+8","I agree to participate to this survey","CTHM10019","CTHM","1st Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","4","2","3","4","5","4","2","4","3","2","2"
"2024/02/20 4:21:54 PM GMT+8","I agree to participate to this survey","CTHM10020","CTHM","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Gender Queer (both)","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","4","4","4","4","5","5","5","3","5","4","3","3"
"2024/02/20 4:23:13 PM GMT+8","I agree to participate to this survey","CTHM10021","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","4","4","2","4","4","4","3","4","4","4","2"
"2024/02/20 4:24:39 PM GMT+8","I agree to participate to this survey","CTHM10022","CTHM","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Gender Queer (both)","Androgynous/Unisexual","I am attracted to anyone REGARDLESS of their gender","5","5","5","5","5","5","5","4","5","5","5","1"
"2024/02/20 4:25:43 PM GMT+8","I agree to participate to this survey","CTHM10023","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","4","4","4","5","5","5","5","5","5","3"
"2024/02/20 4:26:54 PM GMT+8","I agree to participate to this survey","CLAC10014","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","5","4","4","5","5","3","4","4","1","4"
"2024/02/20 4:26:57 PM GMT+8","I agree to participate to this survey","CTHM10024","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","5","5"
"2024/02/20 4:28:03 PM GMT+8","I agree to participate to this survey","CLAC10015","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","4","4","5","4","5","5","5","4","5","4","2","2"
"2024/02/20 4:28:21 PM GMT+8","I agree to participate to this survey","CTHM10025","CTHM","1st Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","5","5","5","5","5","5","5","5","5","5","5","5"
"2024/02/20 4:29:07 PM GMT+8","I agree to participate to this survey","CLAC10016","CLAC","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am ONLY attracted to men","4","4","4","3","4","5","5","4","5","4","4","1"
"2024/02/20 4:29:55 PM GMT+8","I agree to participate to this survey","CTHM10026","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am ONLY attracted to women","5","5","5","5","5","5","5","5","5","5","5","5"
"2024/02/20 4:30:19 PM GMT+8","I agree to participate to this survey","CLAC10017","CLAC","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","4","5","5","5","5","5","4","5","4","1","1"
"2024/02/20 4:31:20 PM GMT+8","I agree to participate to this survey","CLAC10018","CLAC","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","3","4","5","3","4","3","3","2","4","1"
"2024/02/20 4:31:22 PM GMT+8","I agree to participate to this survey","CTHM10027","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","3","3","3","5","3","4","3","3","3","3","5","1"
"2024/02/20 4:32:54 PM GMT+8","I agree to participate to this survey","CTHM10028","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Androgynous/Unisexual","Prefer not to disclose","5","5","5","5","5","5","5","5","5","5","5","5"
"2024/02/20 4:33:24 PM GMT+8","I agree to participate to this survey","CLAC10019","CLAC","1st Year","No","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","5","4","3","3","5","5","4","4","2","5","3"
"2024/02/20 4:34:15 PM GMT+8","I agree to participate to this survey","CLAC10020","CLAC","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Man","Masculine","Prefer not to disclose","5","5","5","4","5","5","5","2","5","5","1","1"
"2024/02/20 4:34:15 PM GMT+8","I agree to participate to this survey","CTHM10029","CTHM","1st Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","4","2","4","4","4","3","4","4","4","2"
"2024/02/20 4:35:38 PM GMT+8","I agree to participate to this survey","CLAC20025","CLAC","2nd Year","Yes","I am fully knowledgeable about LGBTQIA+","Male","Man","Prefer not to disclose","I am ONLY attracted to women","4","5","4","3","4","5","4","3","4","4","5","1"
"2024/02/20 4:36:32 PM GMT+8","I agree to participate to this survey","CTHM10030","CTHM","1st Year","No","I know nothing at all","Male","Man","Masculine","I am attracted to anyone REGARDLESS of their gender","3","3","3","3","4","4","4","3","3","4","3","3"
"2024/02/20 4:37:12 PM GMT+8","I agree to participate to this survey","CLAC20026","CLAC","2nd Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Masculine","I am ONLY attracted to women","4","4","5","5","4","5","4","3","4","3","3","5"
"2024/02/20 4:37:51 PM GMT+8","I agree to participate to this survey","CTHM10031","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Woman","Feminine","I am ONLY attracted to men","5","4","5","4","5","4","5","4","5","4","5","4"
"2024/02/20 4:39:29 PM GMT+8","I agree to participate to this survey","CTHM10032","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","3","4","4","3","4","5","4","5","4","3","2"
"2024/02/20 4:39:30 PM GMT+8","I agree to participate to this survey","CLAC20027","CLAC","2nd Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","5","1"
"2024/02/20 4:40:47 PM GMT+8","I agree to participate to this survey","CLAC20028","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Androgynous/Unisexual","I am ONLY attracted to women","4","3","5","3","4","5","2","4","5","1","5","2"
"2024/02/20 4:41:03 PM GMT+8","I agree to participate to this survey","CTHM10033","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Prefer not to disclose","Man","Masculine","I am ONLY attracted to men","5","4","5","4","5","5","5","5","5","5","5","5"
"2024/02/20 4:41:40 PM GMT+8","I agree to participate to this survey","CLAC20029","CLAC","2nd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","2","3","4","3","3","3","3","3","3","3","2","4"
"2024/02/20 4:42:28 PM GMT+8","I agree to participate to this survey","CTHM10034","CTHM","1st Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","3","3","3","3","5","5","3","4","3","3","3"
"2024/02/20 4:42:40 PM GMT+8","I agree to participate to this survey","CLAC30016","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","3","4","3","4","4","3","4","4","3","2"
"2024/02/20 4:43:35 PM GMT+8","I agree to participate to this survey","CLAC30017","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","4","5","3","5","4","5","4","5","4","4","2"
"2024/02/20 4:43:41 PM GMT+8","I agree to participate to this survey","CTHM10035","CTHM","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Gender Queer (both)","Masculine","I am ONLY attracted to women","5","3","4","4","5","5","5","4","5","5","2","3"
"2024/02/20 4:44:41 PM GMT+8","I agree to participate to this survey","CLAC30018","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","4","4","3","4","5","5","4","5","5","3","3"
"2024/02/20 4:45:03 PM GMT+8","I agree to participate to this survey","CTHM10036","CTHM","1st Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","4","2","2"
"2024/02/20 4:45:16 PM GMT+8","I agree to participate to this survey","CTHM30025","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","3","5","3","3","3","4","4","3","3","3"
"2024/02/20 4:45:44 PM GMT+8","I agree to participate to this survey","CLAC30019","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","4","3","4","5","5","4","3","5","5","4","3"
"2024/02/20 4:46:30 PM GMT+8","I agree to participate to this survey","CTHM30026","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","4","5","5","5","5","5","5","3","3"
"2024/02/20 4:46:46 PM GMT+8","I agree to participate to this survey","CLAC30020","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","5","4","4","4","5","5","5","4","4","4"
"2024/02/20 4:47:39 PM GMT+8","I agree to participate to this survey","CLAC30021","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","4","5","5","5","4","5","5","4","1"
"2024/02/20 4:47:41 PM GMT+8","I agree to participate to this survey","CTHM30027","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","3","4","4","4","4","2","3","3","2","2"
"2024/02/20 4:48:32 PM GMT+8","I agree to participate to this survey","CLAC30022","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","3","4","4","4","5","3","5","4","3","2"
"2024/02/20 4:49:21 PM GMT+8","I agree to participate to this survey","CLAC30023","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","Prefer not to disclose","5","5","5","4","5","4","5","5","5","3","3","1"
"2024/02/20 4:49:35 PM GMT+8","I agree to participate to this survey","CTHM30028","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Prefer not to disclose","Prefer not to disclose","Androgynous/Unisexual","I am ONLY attracted to women","3","4","4","4","4","4","4","4","3","4","4","2"
"2024/02/20 4:50:17 PM GMT+8","I agree to participate to this survey","CLAC30024","CLAC","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","3","5","5","5","5","5","5","3","1"
"2024/02/20 4:50:39 PM GMT+8","I agree to participate to this survey","CTHM30029","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","5","5","5","5","5","5","5","5","5","5","4","4"
"2024/02/20 4:51:06 PM GMT+8","I agree to participate to this survey","CLAC30025","CLAC","3rd Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","5","5","5","5","5","5","4","5","5","4","4","1"
"2024/02/20 4:51:59 PM GMT+8","I agree to participate to this survey","CTHM30030","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","4","3","3","4","4","5","4","5","4","3","2"
"2024/02/20 4:53:13 PM GMT+8","I agree to participate to this survey","CTHM30031","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","4","5","5","2","5","5","5","4","5","5","3","2"
"2024/02/20 4:53:56 PM GMT+8","I agree to participate to this survey","CLAC40015","CLAC","4th Year","Yes","I am fully knowledgeable about LGBTQIA+","Female","Gender Queer (both)","Androgynous/Unisexual","I am ONLY attracted to women","3","3","4","4","4","4","4","3","3","4","3","1"
"2024/02/20 4:54:40 PM GMT+8","I agree to participate to this survey","CTHM30032","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","3","4","4","4","5","3","4","3","5","4","3","5"
"2024/02/20 4:56:00 PM GMT+8","I agree to participate to this survey","CTHM30033","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Male","Man","Masculine","I am ONLY attracted to women","4","4","4","4","4","4","4","4","4","4","4","4"
"2024/02/20 4:58:16 PM GMT+8","I agree to participate to this survey","CTHM30034","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am ONLY attracted to men","3","3","4","4","5","4","3","5","5","4","3","5"
"2024/02/20 5:00:14 PM GMT+8","I agree to participate to this survey","CTHM30035","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Masculine","I am attracted to anyone REGARDLESS of their gender","1","3","3","3","3","4","3","3","3","1","3","3"
"2024/02/20 5:01:23 PM GMT+8","I agree to participate to this survey","CTHM30036","CTHM","3rd Year","No","I know some basic knowledge about LGBTQIA+","Female","Woman","Feminine","I am attracted to anyone REGARDLESS of their gender","4","5","4","3","3","5","5","5","5","4","3","3"
"2024/02/20 5:02:46 PM GMT+8","I agree to participate to this survey","CTHM30037","CTHM","3rd Year","Yes","I know some basic knowledge about LGBTQIA+","Female","Woman","Androgynous/Unisexual","I am ONLY attracted to men","4","3","5","2","3","5","5","5","3","4","1","1"
"2024/02/20 5:04:33 PM GMT+8","I agree to participate to this survey","CTHM30038","CTHM","3rd Year","Yes","I know nothing at all","Female","Woman","Prefer not to disclose","I am attracted to anyone REGARDLESS of their gender","4","3","3","3","3","4","3","3","3","2","3","3"
