RESPONDENT_ID,QUESTION_ID,ANSWER
CLAC40008,9,5
CLAC40008,10,2
CLAC40008,11,2
CTHM20026,0,4
CTHM20026,1,5
CTHM20026,2,5
CTHM20026,3,4
CTHM20026,4,3
CTHM20026,5,5
CTHM20026,6,5
CTHM20026,7,5
CTHM20026,8,4
CTHM20026,9,2
CTHM20026,10,4
CTHM20026,11,3
CTHM10014,0,4
CTHM10014,1,4
CTHM10014,2,5
CTHM10014,3,4
CTHM10014,4,5
CTHM10014,5,5
CTHM10014,6,5
CTHM10014,7,5
CTHM10014,8,5
CTHM10014,9,5
CTHM10014,10,3
CTHM10014,11,5
CTHM20027,0,5
CTHM20027,1,5
CTHM20027,2,5
CTHM20027,3,5
CTHM20027,4,5
CTHM20027,5,5
CTHM20027,6,5
CTHM20027,7,4
CTHM20027,8,5
CTHM20027,9,5
CTHM20027,10,5
CTHM20027,11,4
CLAC40009,0,4
CLAC40009,1,4
CLAC40009,2,4
CLAC40009,3,4
CLAC40009,4,4
CLAC40009,5,5
CLAC40009,6,5
CLAC40009,7,4
CLAC40009,8,5
CLAC40009,9,5
CLAC40009,10,3
CLAC40009,11,2
CTHM20028,0,4
CTHM20028,1,5
CTHM20028,2,4
CTHM20028,3,4
CTHM20028,4,4
CTHM20028,5,5
CTHM20028,6,5
CTHM20028,7,5
CTHM20028,8,5
CTHM20028,9,5
CTHM20028,10,4
CTHM20028,11,2
CTHM10015,0,3
CTHM10015,1,3
CTHM10015,2,4
CTHM10015,3,3
CTHM10015,4,5
CTHM10015,5,5
CTHM10015,6,5
CTHM10015,7,3
CTHM10015,8,5
CTHM10015,9,4
CTHM10015,10,2
CTHM10015,11,2
CLAC40010,0,4
CLAC40010,1,5
CLAC40010,2,5
CLAC40010,3,4
CLAC40010,4,5
CLAC40010,5,5
CLAC40010,6,4
CLAC40010,7,5
CLAC40010,8,5
CLAC40010,9,4
CLAC40010,10,4
CLAC40010,11,3
CTHM20029,0,4
CTHM20029,1,4
CTHM20029,2,4
CTHM20029,3,3
CTHM20029,4,4
CTHM20029,5,5
CTHM20029,6,5
CTHM20029,7,4
CTHM20029,8,5
CTHM20029,9,4
CTHM20029,10,4
CTHM20029,11,4
CTHM10016,0,4
CTHM10016,1,4
CTHM10016,2,4
CTHM10016,3,5
CTHM10016,4,5
CTHM10016,5,5
CTHM10016,6,4
CTHM10016,7,4
CTHM10016,8,4
CTHM10016,9,3
CTHM10016,10,3
CTHM10016,11,3
CTHM20030,0,4
CTHM20030,1,4
CTHM20030,2,4
CTHM20030,3,4
CTHM20030,4,4
CTHM20030,5,4
CTHM20030,6,5
CTHM20030,7,4
CTHM20030,8,5
CTHM20030,9,3
CTHM20030,10,2
CTHM20030,11,1
CTHM30010,0,3
CTHM30010,1,4
CTHM30010,2,5
CTHM30010,3,3
CTHM30010,4,5
CTHM30010,5,4
CTHM30010,6,4
CTHM30010,7,4
CTHM30010,8,3
CTHM30010,9,3
CTHM30010,10,4
CTHM30010,11,3
CTHM30011,0,4
CTHM30011,1,5
CTHM30011,2,5
CTHM30011,3,5
CTHM30011,4,4
CTHM30011,5,4
CTHM30011,6,5
CTHM30011,7,4
CTHM30011,8,4
CTHM30011,9,4
CTHM30011,10,3
CTHM30011,11,5
CTHM30012,0,3
CTHM30012,1,3
CTHM30012,2,3
CTHM30012,3,5
CTHM30012,4,5
CTHM30012,5,5
CTHM30012,6,3
CTHM30012,7,3
CTHM30012,8,3
CTHM30012,9,3
CTHM30012,10,2
CTHM30012,11,1
CTHM30013,0,4
CTHM30013,1,4
CTHM30013,2,4
CTHM30013,3,5
CTHM30013,4,4
CTHM30013,5,5
CTHM30013,6,5
CTHM30013,7,4
CTHM30013,8,5
CTHM30013,9,5
CTHM30013,10,4
CTHM30013,11,4
CTHM30014,0,3
CTHM30014,1,3
CTHM30014,2,2
CTHM30014,3,4
CTHM30014,4,4
CTHM30014,5,4
CTHM30014,6,5
CTHM30014,7,4
CTHM30014,8,5
CTHM30014,9,4
CTHM30014,10,3
CTHM30014,11,4
CTHM30015,0,5
CTHM30015,1,5
CTHM30015,2,5
CTHM30015,3,4
CTHM30015,4,5
CTHM30015,5,5
CTHM30015,6,5
CTHM30015,7,4
CTHM30015,8,5
CTHM30015,9,4
CTHM30015,10,4
CTHM30015,11,4
CTHM30016,0,4
CTHM30016,1,4
CTHM30016,2,5
CTHM30016,3,3
CTHM30016,4,4
CTHM30016,5,4
CTHM30016,6,5
CTHM30016,7,4
CTHM30016,8,5
CTHM30016,9,4
CTHM30016,10,4
CTHM30016,11,3
CTHM30017,0,4
CTHM30017,1,4
CTHM30017,2,4
CTHM30017,3,4
CTHM30017,4,4
CTHM30017,5,4
CTHM30017,6,4
CTHM30017,7,4
CTHM30017,8,4
CTHM30017,9,4
CTHM30017,10,4
CTHM30017,11,4
CTHM30018,0,4
CTHM30018,1,4
CTHM30018,2,4
CTHM30018,3,4
CTHM30018,4,5
CTHM30018,5,5
CTHM30018,6,5
CTHM30018,7,4
CTHM30018,8,5
CTHM30018,9,4
CTHM30018,10,5
CTHM30018,11,4
CTHM30019,0,4
CTHM30019,1,4
CTHM30019,2,3
CTHM30019,3,4
CTHM30019,4,5
CTHM30019,5,5
CTHM30019,6,5
CTHM30019,7,5
CTHM30019,8,5
CTHM30019,9,5
CTHM30019,10,4
CTHM30019,11,3
CTHM30020,0,5
CTHM30020,1,5
CTHM30020,2,5
CTHM30020,3,5
CTHM30020,4,5
CTHM30020,5,5
CTHM30020,6,5
CTHM30020,7,5
CTHM30020,8,5
CTHM30020,9,5
CTHM30020,10,5
CTHM30020,11,5
CTHM30021,0,5
CTHM30021,1,5
CTHM30021,2,5
CTHM30021,3,5
CTHM30021,4,5
CTHM30021,5,5
CTHM30021,6,5
CTHM30021,7,5
CTHM30021,8,5
CTHM30021,9,5
CTHM30021,10,4
CTHM30021,11,3
CTHM30022,0,3
CTHM30022,1,5
CTHM30022,2,5
CTHM30022,3,4
CTHM30022,4,3
CTHM30022,5,4
CTHM30022,6,3
CTHM30022,7,4
CTHM30022,8,2
CTHM30022,9,3
CTHM30022,10,3
CTHM30022,11,4
CTHM30023,0,3
CTHM30023,1,3
CTHM30023,2,3
CTHM30023,3,3
CTHM30023,4,3
CTHM30023,5,3
CTHM30023,6,3
CTHM30023,7,3
CTHM30023,8,3
CTHM30023,9,3
CTHM30023,10,3
CTHM30023,11,3
CTHM30024,0,3
CTHM30024,1,3
CTHM30024,2,3
CTHM30024,3,3
CTHM30024,4,3
CTHM30024,5,3
CTHM30024,6,3
CTHM30024,7,3
CTHM30024,8,3
CTHM30024,9,3
CTHM30024,10,3
CTHM30024,11,3
CLAC10009,0,3
CLAC10009,1,4
CLAC10009,2,4
CLAC10009,3,2
CLAC10009,4,3
CLAC10009,5,4
CLAC10009,6,4
CLAC10009,7,3
CLAC10009,8,4
CLAC10009,9,4
CLAC10009,10,4
CLAC10009,11,1
CLAC10010,0,2
CLAC10010,1,4
CLAC10010,2,4
CLAC10010,3,2
CLAC10010,4,3
CLAC10010,5,4
CLAC10010,6,3
CLAC10010,7,3
CLAC10010,8,4
CLAC10010,9,2
CLAC10010,10,3
CLAC10010,11,2
CLAC20019,0,5
CLAC20019,1,5
CLAC20019,2,5
CLAC20019,3,4
CLAC20019,4,5
CLAC20019,5,5
CLAC20019,6,5
CLAC20019,7,4
CLAC20019,8,5
CLAC20019,9,5
CLAC20019,10,4
CLAC20019,11,4
CLAC20020,0,5
CLAC20020,1,5
CLAC20020,2,5
CLAC20020,3,5
CLAC20020,4,5
CLAC20020,5,5
CLAC20020,6,5
CLAC20020,7,5
CLAC20020,8,5
CLAC20020,9,5
CLAC20020,10,5
CLAC20020,11,3
CLAC20021,0,4
CLAC20021,1,4
CLAC20021,2,4
CLAC20021,3,4
CLAC20021,4,4
CLAC20021,5,5
CLAC20021,6,5
CLAC20021,7,4
CLAC20021,8,4
CLAC20021,9,4
CLAC20021,10,4
CLAC20021,11,2
CLAC30011,0,4
CLAC30011,1,4
CLAC30011,2,4
CLAC30011,3,4
CLAC30011,4,4
CLAC30011,5,5
CLAC30011,6,5
CLAC30011,7,4
CLAC30011,8,5
CLAC30011,9,5
CLAC30011,10,5
CLAC30011,11,3
CLAC30012,0,5
CLAC30012,1,5
CLAC30012,2,5
CLAC30012,3,4
CLAC30012,4,5
CLAC30012,5,5
CLAC30012,6,5
CLAC30012,7,4
CLAC30012,8,5
CLAC30012,9,5
CLAC30012,10,1
CLAC30012,11,1
CLAC30013,0,3
CLAC30013,1,4
CLAC30013,2,4
CLAC30013,3,2
CLAC30013,4,3
CLAC30013,5,4
CLAC30013,6,4
CLAC30013,7,4
CLAC30013,8,4
CLAC30013,9,4
CLAC30013,10,3
CLAC30013,11,1
CLAC30014,0,4
CLAC30014,1,3
CLAC30014,2,4
CLAC30014,3,4
CLAC30014,4,4
CLAC30014,5,4
CLAC30014,6,5
CLAC30014,7,3
CLAC30014,8,4
CLAC30014,9,5
CLAC30014,10,5
CLAC30014,11,3
CLAC40011,0,3
CLAC40011,1,4
CLAC40011,2,4
CLAC40011,3,3
CLAC40011,4,4
CLAC40011,5,3
CLAC40011,6,4
CLAC40011,7,3
CLAC40011,8,4
CLAC40011,9,3
CLAC40011,10,4
CLAC40011,11,3
CLAC40012,0,5
CLAC40012,1,4
CLAC40012,2,4
CLAC40012,3,3
CLAC40012,4,3
CLAC40012,5,5
CLAC40012,6,4
CLAC40012,7,3
CLAC40012,8,4
CLAC40012,9,4
CLAC40012,10,4
CLAC40012,11,1
CLAC40013,0,5
CLAC40013,1,5
CLAC40013,2,4
CLAC40013,3,3
CLAC40013,4,4
CLAC40013,5,5
CLAC40013,6,5
CLAC40013,7,5
CLAC40013,8,4
CLAC40013,9,3
CLAC40013,10,5
CLAC40013,11,3
CLAC40014,0,4
CLAC40014,1,4
CLAC40014,2,3
CLAC40014,3,4
CLAC40014,4,4
CLAC40014,5,5
CLAC40014,6,4
CLAC40014,7,3
CLAC40014,8,4
CLAC40014,9,4
CLAC40014,10,3
CLAC40014,11,1
CLAC30015,0,4
CLAC30015,1,4
CLAC30015,2,4
CLAC30015,3,4
CLAC30015,4,4
CLAC30015,5,4
CLAC30015,6,4
CLAC30015,7,3
CLAC30015,8,4
CLAC30015,9,4
CLAC30015,10,1
CLAC30015,11,1
CLAC10013,0,4
CLAC10013,1,5
CLAC10013,2,5
CLAC10013,3,5
CLAC10013,4,5
CLAC10013,5,5
CLAC10013,6,5
CLAC10013,7,3
CLAC10013,8,5
CLAC10013,9,4
CLAC10013,10,1
CLAC10013,11,1
CLAC10012,0,4
CLAC10012,1,5
CLAC10012,2,5
CLAC10012,3,5
CLAC10012,4,5
CLAC10012,5,5
CLAC10012,6,5
CLAC10012,7,3
CLAC10012,8,4
CLAC10012,9,3
CLAC10012,10,2
CLAC10012,11,3
CLAC10011,0,4
CLAC10011,1,5
CLAC10011,2,5
CLAC10011,3,4
CLAC10011,4,5
CLAC10011,5,5
CLAC10011,6,5
CLAC10011,7,5
CLAC10011,8,5
CLAC10011,9,4
CLAC10011,10,1
CLAC10011,11,1
CLAC20023,0,3
CLAC20023,1,4
CLAC20023,2,5
CLAC20023,3,4
CLAC20023,4,5
CLAC20023,5,5
CLAC20023,6,4
CLAC20023,7,4
CLAC20023,8,4
CLAC20023,9,2
CLAC20023,10,4
CLAC20023,11,2
CLAC20022,0,3
CLAC20022,1,4
CLAC20022,2,5
CLAC20022,3,4
CLAC20022,4,5
CLAC20022,5,5
CLAC20022,6,4
CLAC20022,7,5
CLAC20022,8,5
CLAC20022,9,4
CLAC20022,10,3
CLAC20022,11,2
CTHM20031,0,3
CTHM20031,1,3
CTHM20031,2,4
CTHM20031,3,2
CTHM20031,4,4
CTHM20031,5,4
CTHM20031,6,4
CTHM20031,7,2
CTHM20031,8,4
CTHM20031,9,2
CTHM20031,10,1
CTHM20031,11,2
CLAC20024,0,4
CLAC20024,1,4
CLAC20024,2,3
CLAC20024,3,3
CLAC20024,4,4
CLAC20024,5,4
CLAC20024,6,4
CLAC20024,7,4
CLAC20024,8,4
CLAC20024,9,4
CLAC20024,10,3
CLAC20024,11,3
CTHM10017,0,5
CTHM10017,1,5
CTHM10017,2,5
CTHM10017,3,5
CTHM10017,4,5
CTHM10017,5,5
CTHM10017,6,4
CTHM10017,7,3
CTHM10017,8,4
CTHM10017,9,3
CTHM10017,10,2
CTHM10017,11,1
CTHM10018,0,5
CTHM10018,1,4
CTHM10018,2,5
CTHM10018,3,5
CTHM10018,4,5
CTHM10018,5,5
CTHM10018,6,5
CTHM10018,7,5
CTHM10018,8,5
CTHM10018,9,4
CTHM10018,10,4
CTHM10018,11,4
CTHM10019,0,3
CTHM10019,1,4
CTHM10019,2,2
CTHM10019,3,3
CTHM10019,4,4
CTHM10019,5,5
CTHM10019,6,4
CTHM10019,7,2
CTHM10019,8,4
CTHM10019,9,3
CTHM10019,10,2
CTHM10019,11,2
CTHM10020,0,4
CTHM10020,1,4
CTHM10020,2,4
CTHM10020,3,4
CTHM10020,4,5
CTHM10020,5,5
CTHM10020,6,5
CTHM10020,7,3
CTHM10020,8,5
CTHM10020,9,4
CTHM10020,10,3
CTHM10020,11,3
CTHM10021,0,3
CTHM10021,1,4
CTHM10021,2,4
CTHM10021,3,2
CTHM10021,4,4
CTHM10021,5,4
CTHM10021,6,4
CTHM10021,7,3
CTHM10021,8,4
CTHM10021,9,4
CTHM10021,10,4
CTHM10021,11,2
CTHM10022,0,5
CTHM10022,1,5
CTHM10022,2,5
CTHM10022,3,5
CTHM10022,4,5
CTHM10022,5,5
CTHM10022,6,5
CTHM10022,7,4
CTHM10022,8,5
CTHM10022,9,5
CTHM10022,10,5
CTHM10022,11,1
CTHM10023,0,5
CTHM10023,1,5
CTHM10023,2,4
CTHM10023,3,4
CTHM10023,4,4
CTHM10023,5,5
CTHM10023,6,5
CTHM10023,7,5
CTHM10023,8,5
CTHM10023,9,5
CTHM10023,10,5
CTHM10023,11,3
CLAC10014,0,4
CLAC10014,1,4
CLAC10014,2,5
CLAC10014,3,4
CLAC10014,4,4
CLAC10014,5,5
CLAC10014,6,5
CLAC10014,7,3
CLAC10014,8,4
CLAC10014,9,4
CLAC10014,10,1
CLAC10014,11,4
CTHM10024,0,5
CTHM10024,1,5
CTHM10024,2,5
CTHM10024,3,5
CTHM10024,4,5
CTHM10024,5,5
CTHM10024,6,5
CTHM10024,7,5
CTHM10024,8,5
CTHM10024,9,5
CTHM10024,10,5
CTHM10024,11,5
CLAC10015,0,4
CLAC10015,1,4
CLAC10015,2,5
CLAC10015,3,4
CLAC10015,4,5
CLAC10015,5,5
CLAC10015,6,5
CLAC10015,7,4
CLAC10015,8,5
CLAC10015,9,4
CLAC10015,10,2
CLAC10015,11,2
CTHM10025,0,5
CTHM10025,1,5
CTHM10025,2,5
CTHM10025,3,5
CTHM10025,4,5
CTHM10025,5,5
CTHM10025,6,5
CTHM10025,7,5
CTHM10025,8,5
CTHM10025,9,5
CTHM10025,10,5
CTHM10025,11,5
CLAC10016,0,4
CLAC10016,1,4
CLAC10016,2,4
CLAC10016,3,3
CLAC10016,4,4
CLAC10016,5,5
CLAC10016,6,5
CLAC10016,7,4
CLAC10016,8,5
CLAC10016,9,4
CLAC10016,10,4
CLAC10016,11,1
CTHM10026,0,5
CTHM10026,1,5
CTHM10026,2,5
CTHM10026,3,5
CTHM10026,4,5
CTHM10026,5,5
CTHM10026,6,5
CTHM10026,7,5
CTHM10026,8,5
CTHM10026,9,5
CTHM10026,10,5
CTHM10026,11,5
CLAC10017,0,5
CLAC10017,1,4
CLAC10017,2,5
CLAC10017,3,5
CLAC10017,4,5
CLAC10017,5,5
CLAC10017,6,5
CLAC10017,7,4
CLAC10017,8,5
CLAC10017,9,4
CLAC10017,10,1
CLAC10017,11,1
CLAC10018,0,4
CLAC10018,1,4
CLAC10018,2,3
CLAC10018,3,4
CLAC10018,4,5
CLAC10018,5,3
CLAC10018,6,4
CLAC10018,7,3
CLAC10018,8,3
CLAC10018,9,2
CLAC10018,10,4
CLAC10018,11,1
CTHM10027,0,3
CTHM10027,1,3
CTHM10027,2,3
CTHM10027,3,5
CTHM10027,4,3
CTHM10027,5,4
CTHM10027,6,3
CTHM10027,7,3
CTHM10027,8,3
CTHM10027,9,3
CTHM10027,10,5
CTHM10027,11,1
CTHM10028,0,5
CTHM10028,1,5
CTHM10028,2,5
CTHM10028,3,5
CTHM10028,4,5
CTHM10028,5,5
CTHM10028,6,5
CTHM10028,7,5
CTHM10028,8,5
CTHM10028,9,5
CTHM10028,10,5
CTHM10028,11,5
CLAC10019,0,3
CLAC10019,1,5
CLAC10019,2,4
CLAC10019,3,3
CLAC10019,4,3
CLAC10019,5,5
CLAC10019,6,5
CLAC10019,7,4
CLAC10019,8,4
CLAC10019,9,2
CLAC10019,10,5
CLAC10019,11,3
CLAC10020,0,5
CLAC10020,1,5
CLAC10020,2,5
CLAC10020,3,4
CLAC10020,4,5
CLAC10020,5,5
CLAC10020,6,5
CLAC10020,7,2
CLAC10020,8,5
CLAC10020,9,5
CLAC10020,10,1
CLAC10020,11,1
CTHM10029,0,4
CTHM10029,1,4
CTHM10029,2,4
CTHM10029,3,2
CTHM10029,4,4
CTHM10029,5,4
CTHM10029,6,4
CTHM10029,7,3
CTHM10029,8,4
CTHM10029,9,4
CTHM10029,10,4
CTHM10029,11,2
CLAC20025,0,4
CLAC20025,1,5
CLAC20025,2,4
CLAC20025,3,3
CLAC20025,4,4
CLAC20025,5,5
CLAC20025,6,4
CLAC20025,7,3
CLAC20025,8,4
CLAC20025,9,4
CLAC20025,10,5
CLAC20025,11,1
CTHM10030,0,3
CTHM10030,1,3
CTHM10030,2,3
CTHM10030,3,3
CTHM10030,4,4
CTHM10030,5,4
CTHM10030,6,4
CTHM10030,7,3
CTHM10030,8,3
CTHM10030,9,4
CTHM10030,10,3
CTHM10030,11,3
CLAC20026,0,4
CLAC20026,1,4
CLAC20026,2,5
CLAC20026,3,5
CLAC20026,4,4
CLAC20026,5,5
CLAC20026,6,4
CLAC20026,7,3
CLAC20026,8,4
CLAC20026,9,3
CLAC20026,10,3
CLAC20026,11,5
CTHM10031,0,5
CTHM10031,1,4
CTHM10031,2,5
CTHM10031,3,4
CTHM10031,4,5
CTHM10031,5,4
CTHM10031,6,5
CTHM10031,7,4
CTHM10031,8,5
CTHM10031,9,4
CTHM10031,10,5
CTHM10031,11,4
CTHM10032,0,5
CTHM10032,1,3
CTHM10032,2,4
CTHM10032,3,4
CTHM10032,4,3
CTHM10032,5,4
CTHM10032,6,5
CTHM10032,7,4
CTHM10032,8,5
CTHM10032,9,4
CTHM10032,10,3
CTHM10032,11,2
CLAC20027,0,5
CLAC20027,1,5
CLAC20027,2,5
CLAC20027,3,5
CLAC20027,4,5
CLAC20027,5,5
CLAC20027,6,5
CLAC20027,7,5
CLAC20027,8,5
CLAC20027,9,5
CLAC20027,10,5
CLAC20027,11,1
CLAC20028,0,4
CLAC20028,1,3
CLAC20028,2,5
CLAC20028,3,3
CLAC20028,4,4
CLAC20028,5,5
CLAC20028,6,2
CLAC20028,7,4
CLAC20028,8,5
CLAC20028,9,1
CLAC20028,10,5
CLAC20028,11,2
CTHM10033,0,5
CTHM10033,1,4
CTHM10033,2,5
CTHM10033,3,4
CTHM10033,4,5
CTHM10033,5,5
CTHM10033,6,5
CTHM10033,7,5
CTHM10033,8,5
CTHM10033,9,5
CTHM10033,10,5
CTHM10033,11,5
CLAC20029,0,2
CLAC20029,1,3
CLAC20029,2,4
CLAC20029,3,3
CLAC20029,4,3
CLAC20029,5,3
CLAC20029,6,3
CLAC20029,7,3
CLAC20029,8,3
CLAC20029,9,3
CLAC20029,10,2
CLAC20029,11,4
CTHM10034,0,5
CTHM10034,1,3
CTHM10034,2,3
CTHM10034,3,3
CTHM10034,4,3
CTHM10034,5,5
CTHM10034,6,5
CTHM10034,7,3
CTHM10034,8,4
CTHM10034,9,3
CTHM10034,10,3
CTHM10034,11,3
CLAC30016,0,4
CLAC30016,1,4
CLAC30016,2,3
CLAC30016,3,4
CLAC30016,4,3
CLAC30016,5,4
CLAC30016,6,4
CLAC30016,7,3
CLAC30016,8,4
CLAC30016,9,4
CLAC30016,10,3
CLAC30016,11,2
CLAC30017,0,5
CLAC30017,1,4
CLAC30017,2,5
CLAC30017,3,3
CLAC30017,4,5
CLAC30017,5,4
CLAC30017,6,5
CLAC30017,7,4
CLAC30017,8,5
CLAC30017,9,4
CLAC30017,10,4
CLAC30017,11,2
CTHM10035,0,5
CTHM10035,1,3
CTHM10035,2,4
CTHM10035,3,4
CTHM10035,4,5
CTHM10035,5,5
CTHM10035,6,5
CTHM10035,7,4
CTHM10035,8,5
CTHM10035,9,5
CTHM10035,10,2
CTHM10035,11,3
CLAC30018,0,5
CLAC30018,1,4
CLAC30018,2,4
CLAC30018,3,3
CLAC30018,4,4
CLAC30018,5,5
CLAC30018,6,5
CLAC30018,7,4
CLAC30018,8,5
CLAC30018,9,5
CLAC30018,10,3
CLAC30018,11,3
CTHM10036,0,5
CTHM10036,1,5
CTHM10036,2,5
CTHM10036,3,5
CTHM10036,4,5
CTHM10036,5,5
CTHM10036,6,5
CTHM10036,7,5
CTHM10036,8,5
CTHM10036,9,4
CTHM10036,10,2
CTHM10036,11,2
CTHM30025,0,5
CTHM30025,1,5
CTHM30025,2,3
CTHM30025,3,5
CTHM30025,4,3
CTHM30025,5,3
CTHM30025,6,3
CTHM30025,7,4
CTHM30025,8,4
CTHM30025,9,3
CTHM30025,10,3
CTHM30025,11,3
CLAC30019,0,5
CLAC30019,1,4
CLAC30019,2,3
CLAC30019,3,4
CLAC30019,4,5
CLAC30019,5,5
CLAC30019,6,4
CLAC30019,7,3
CLAC30019,8,5
CLAC30019,9,5
CLAC30019,10,4
CLAC30019,11,3
CTHM30026,0,5
CTHM30026,1,5
CTHM30026,2,5
CTHM30026,3,4
CTHM30026,4,5
CTHM30026,5,5
CTHM30026,6,5
CTHM30026,7,5
CTHM30026,8,5
CTHM30026,9,5
CTHM30026,10,3
CTHM30026,11,3
CLAC30020,0,4
CLAC30020,1,4
CLAC30020,2,5
CLAC30020,3,4
CLAC30020,4,4
CLAC30020,5,4
CLAC30020,6,5
CLAC30020,7,5
CLAC30020,8,5
CLAC30020,9,4
CLAC30020,10,4
CLAC30020,11,4
CLAC30021,0,5
CLAC30021,1,5
CLAC30021,2,5
CLAC30021,3,4
CLAC30021,4,5
CLAC30021,5,5
CLAC30021,6,5
CLAC30021,7,4
CLAC30021,8,5
CLAC30021,9,5
CLAC30021,10,4
CLAC30021,11,1
CTHM30027,0,4
CTHM30027,1,4
CTHM30027,2,3
CTHM30027,3,4
CTHM30027,4,4
CTHM30027,5,4
CTHM30027,6,4
CTHM30027,7,2
CTHM30027,8,3
CTHM30027,9,3
CTHM30027,10,2
CTHM30027,11,2
CLAC30022,0,5
CLAC30022,1,5
CLAC30022,2,3
CLAC30022,3,4
CLAC30022,4,4
CLAC30022,5,4
CLAC30022,6,5
CLAC30022,7,3
CLAC30022,8,5
CLAC30022,9,4
CLAC30022,10,3
CLAC30022,11,2
CLAC30023,0,5
CLAC30023,1,5
CLAC30023,2,5
CLAC30023,3,4
CLAC30023,4,5
CLAC30023,5,4
CLAC30023,6,5
CLAC30023,7,5
CLAC30023,8,5
CLAC30023,9,3
CLAC30023,10,3
CLAC30023,11,1
CTHM30028,0,3
CTHM30028,1,4
CTHM30028,2,4
CTHM30028,3,4
CTHM30028,4,4
CTHM30028,5,4
CTHM30028,6,4
CTHM30028,7,4
CTHM30028,8,3
CTHM30028,9,4
CTHM30028,10,4
CTHM30028,11,2
CLAC30024,0,5
CLAC30024,1,5
CLAC30024,2,5
CLAC30024,3,3
CLAC30024,4,5
CLAC30024,5,5
CLAC30024,6,5
CLAC30024,7,5
CLAC30024,8,5
CLAC30024,9,5
CLAC30024,10,3
CLAC30024,11,1
CTHM30029,0,5
CTHM30029,1,5
CTHM30029,2,5
CTHM30029,3,5
CTHM30029,4,5
CTHM30029,5,5
CTHM30029,6,5
CTHM30029,7,5
CTHM30029,8,5
CTHM30029,9,5
CTHM30029,10,4
CTHM30029,11,4
CLAC30025,0,5
CLAC30025,1,5
CLAC30025,2,5
CLAC30025,3,5
CLAC30025,4,5
CLAC30025,5,5
CLAC30025,6,4
CLAC30025,7,5
CLAC30025,8,5
CLAC30025,9,4
CLAC30025,10,4
CLAC30025,11,1
CTHM30030,0,4
CTHM30030,1,4
CTHM30030,2,3
CTHM30030,3,3
CTHM30030,4,4
CTHM30030,5,4
CTHM30030,6,5
CTHM30030,7,4
CTHM30030,8,5
CTHM30030,9,4
CTHM30030,10,3
CTHM30030,11,2
CTHM30031,0,4
CTHM30031,1,5
CTHM30031,2,5
CTHM30031,3,2
CTHM30031,4,5
CTHM30031,5,5
CTHM30031,6,5
CTHM30031,7,4
CTHM30031,8,5
CTHM30031,9,5
CTHM30031,10,3
CTHM30031,11,2
CLAC40015,0,3
CLAC40015,1,3
CLAC40015,2,4
CLAC40015,3,4
CLAC40015,4,4
CLAC40015,5,4
CLAC40015,6,4
CLAC40015,7,3
CLAC40015,8,3
CLAC40015,9,4
CLAC40015,10,3
CLAC40015,11,1
CTHM30032,0,3
CTHM30032,1,4
CTHM30032,2,4
CTHM30032,3,4
CTHM30032,4,5
CTHM30032,5,3
CTHM30032,6,4
CTHM30032,7,3
CTHM30032,8,5
CTHM30032,9,4
CTHM30032,10,3
CTHM30032,11,5
CTHM30033,0,4
CTHM30033,1,4
CTHM30033,2,4
CTHM30033,3,4
CTHM30033,4,4
CTHM30033,5,4
CTHM30033,6,4
CTHM30033,7,4
CTHM30033,8,4
CTHM30033,9,4
CTHM30033,10,4
CTHM30033,11,4
CTHM30034,0,3
CTHM30034,1,3
CTHM30034,2,4
CTHM30034,3,4
CTHM30034,4,5
CTHM30034,5,4
CTHM30034,6,3
CTHM30034,7,5
CTHM30034,8,5
CTHM30034,9,4
CTHM30034,10,3
CTHM30034,11,5
CTHM30035,0,1
CTHM30035,1,3
CTHM30035,2,3
CTHM30035,3,3
CTHM30035,4,3
CTHM30035,5,4
CTHM30035,6,3
CTHM30035,7,3
CTHM30035,8,3
CTHM30035,9,1
CTHM30035,10,3
CTHM30035,11,3
CTHM30036,0,4
CTHM30036,1,5
CTHM30036,2,4
CTHM30036,3,3
CTHM30036,4,3
CTHM30036,5,5
CTHM30036,6,5
CTHM30036,7,5
CTHM30036,8,5
CTHM30036,9,4
CTHM30036,10,3
CTHM30036,11,3
CTHM30037,0,4
CTHM30037,1,3
CTHM30037,2,5
CTHM30037,3,2
CTHM30037,4,3
CTHM30037,5,5
CTHM30037,6,5
CTHM30037,7,5
CTHM30037,8,3
CTHM30037,9,4
CTHM30037,10,1
CTHM30037,11,1
CTHM30038,0,4
CTHM30038,1,3
CTHM30038,2,3
CTHM30038,3,3
CTHM30038,4,3
CTHM30038,5,4
CTHM30038,6,3
CTHM30038,7,3
CTHM30038,8,3
CTHM30038,9,2
CTHM30038,10,3
CTHM30038,11,3
CTHM30039,0,5
CTHM30039,1,4
CTHM30039,2,5
CTHM30039,3,4
CTHM30039,4,5
CTHM30039,5,5
CTHM30039,6,5
CTHM30039,7,4
CTHM30039,8,5
CTHM30039,9,3
CTHM30039,10,4
CTHM30039,11,4
CTHM30040,0,3
CTHM30040,1,2
CTHM30040,2,3
CTHM30040,3,2
CTHM30040,4,4
CTHM30040,5,4
CTHM30040,6,3
CTHM30040,7,4
CTHM30040,8,4
CTHM30040,9,3
CTHM30040,10,4
CTHM30040,11,4
CTHM30041,0,2
CTHM30041,1,1
CTHM30041,2,2
CTHM30041,3,1
CTHM30041,4,1
CTHM30041,5,2
CTHM30041,6,2
